Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 28, Phoenix, Arizona",28-RC-219130,"David Saxe Productions, LLC and V Theater Group, LLC, Joint Employers",Closed,04/26/2018,05/17/2021,"Certific. of Representative","Las Vegas",NV,A,"Single Labor Organization",Initial,05/07/2021,56,,"International Alliance of Theatrical Stage Employees Local 720",26,,,,,22,48,,,,"International Alliance of Theatrical Stage Employees Local 720","Included: All full-time and regular part-time Stagehands, Lighting Technicians, Audio Technicians, Spotlight Operators, and Wardrobe Technicians employed by the Employers at the Saxe Theater and V Theater facilities in Las Vegas, Nevada.

Excluded: All other employees including Warehouse Techs, box office employees, ushers, food/beverage servers, talent, security guards and supervisors as defined by the Act.",,,
"Region 02, New York, New York",02-RC-218783,"Concrete Express of NY, LLC",Closed,04/19/2018,03/24/2021,"Certification of Results",Bronx,NY,A,"Single Labor Organization",Rerun,03/16/2021,3,,"Teamsters Local 456, I.B.T.",,,,,,3,3,,,N,,"Included:	All full-time and regular part-time drivers and mechanics employed by the Employer at 2279 Hollers Avenue, Bronx, NY 10475.

Excluded:	All other employees, including clerical employees, guards and managers, and professional employees and supervisors as defined by the Act.",,,
"Region 12, Tampa, Florida",12-RC-221465,"Union Tank Car Company",Closed,06/05/2018,12/31/2020,"Certific. of Representative",Valdosta,GA,A,"Single Labor Organization",Rerun,12/15/2020,121,,"International Association of Sheet Metal, Air, Rail Transportation Workers (SMART)",44,,,,,25,,,1,,"International Association of Sheet Metal, Air, Rail Transportation Workers (SMART)","All full-time and regular part-time production and maintenance employees, including leadsmen, employed by the Employer at its facility located at 400 S. Blanchard Street, Valdosta, Georgia

All other employees, office clerical employees, confidential employees, managerial employees, quality control inspectors, engineering personnal, write-up men, guards, and supervisors as defined in the Act.",,,
"Region 18, Minneapolis, Minnesota",18-RC-212417,"First American Enterprises d/b/a Heritage Lakeside",Closed,01/02/2018,07/22/2020,"Certification of Results","Rice Lake",WI,A,"Single Labor Organization",Rerun,07/15/2020,41,3,"UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 1189",9,,,,,13,22,,,,,"Included: All full-time and regular part-time CNA's, Dietary employees, Housekeeping
employees, Laundry employees, Activities employees, Cooks, Ward Clerks, and
Maintenance employees working out of the Employer's facility located at 1016
Lakeshore Drive, Rice Lake, Wisconsin.

Excluded: All other employees, including Administrators, RN's, LPN's, temporary
employees, office clerical employees, professional employees, and guards and
supervisors as defined in the Act, as amended.",,,
"Region 07, Detroit, Michigan",07-RC-232247,"Mercy Health Partners",Closed,12/07/2018,11/10/2020,"Certific. of Representative",Muskegon,MI,A,"Two Labor Organizations",Initial,07/07/2020,820,6,"Michigan Nurses Association",333,"SEIU Healthcare Michigan",373,,,3,709,,30,,"SEIU Healthcare Michigan","All full-time and regular part-time Registered Nurses, including Graduate Nurses,
employed by the Employer at its Mercy Campus, located at 1500 East Sherman Boulevard, Muskegon, 
Michigan, and Hackley Campus, located at 1700 Clinton Street, Muskegon, Michigan, facilities, but 
excluding Directors of Nursing, Clinical Managers and Clinical Leaders, Registered Nurses working 
in Quality Assurance and Utilization Review and Cardiac Rehabilitation Clinic, managerial 
employees, confidential employees, Registered Nurses at the School o  Nursing,
guards, and supervisors as defined in the Act and all other employees.
",,,
"Region 31, Los Angeles, California",31-RD-223318,"Arakelian Enterprises, Inc. d/b/a Athens Services",Closed,07/09/2018,06/30/2020,"Certification of Results",Torrance,CA,A,"Single Labor Organization",Initial,06/19/2020,114,2,"PACKAGE AND GENERAL UTILITY DRIVERS, LOCAL 396, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",23,,,,,78,101,,,,,"INCLUDED:  All full-time and regular part-time employees working at the Employer’s facility at 1301 W. 228th Street, Torrance, CA 90501 in the following classifications: Driver (Class A/B), Utility Driver (Class A/B), Rear Driver, Front Driver, Roll Off Driver, Recycle Driver, Sweeper/Barrel Driver (Class A/B), Bin Driver (Class A/B), Pull Out Driver, Utility Driver (Class C), Porter, Helper/Swamper, Truck Mechanic I, Truck Mechanic II, Truck Mechanic III, Truck Welder, Parts Clerk, Tire Repair, Lube Service, Truck Washer/Shop Utility, Bin Welder, Bin Painter, and Bin Washer.

EXCLUDED:  All other current classifications and employees, including but not limited to Dispatchers, Leads, Foremen, Sales employees, as well as all professional employees, business office clerical employees, technical employees, other nonprofessional employees, guards, managers and supervisors within the meaning of the National Labor Relations Act.
",,,
"Region 31, Los Angeles, California",31-RD-223335,"Arakelian Enterprises, Inc. d/b/a Athens Services",Closed,07/06/2018,06/30/2020,"Certification of Results","Sun Valley",CA,A,"Single Labor Organization",Initial,06/19/2020,11,,"PACKAGE AND GENERAL UTILITY DRIVERS, LOCAL 396, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",3,,,,,8,11,,,,,"INCLUDED:  All full-time and regular part-time employees working at the Employer’s facility at 11266 Peoria Street, Los Angeles, CA 91352 in the following classifications: Driver (Class A/B), Utility Driver (Class A/B), Rear Driver, Front Driver, Roll Off Driver, Recycle Driver, Sweeper/Barrel Driver (Class A/B), Bin Driver (Class A/B), Pull Out Driver, Utility Driver (Class C), Porter, Helper/Swamper, Truck Mechanic I, Truck Mechanic II, Truck Mechanic III, Truck Welder, Parts Clerk, Tire Repair, Lube Service, Truck Washer/Shop Utility, Bin Welder, Bin Painter, and Bin Washer.

EXCLUDED:  All other current classifications and employees, including but not limited to Dispatchers, Leads, Foremen, Sales employees, as well as all professional employees, business office clerical employees, technical employees, other nonprofessional employees, guards, managers and supervisors within the meaning of the National Labor Relations Act.
",,,
"Region 19, Seattle, Washington",19-RC-231425,"Providence Health & Services - Oregon d/b/a Providence Portland Medical Center",Closed,11/20/2018,05/13/2020,"Certification of Results",Portland,OR,A,"Revised Single Labor Org",Initial,05/13/2020,838,2,"Service Employees International Union Local 49",383,,,,,383,766,,,,,"All full-time, regular part-time and per diem non-professional employees employed by the Employer at its acute care hospital located at 4805 NE Glisan St., Portland, Oregon in the following classifications: Aide Perioperative 1, Aide Perioperative 2, Aide Rehab, Assoc Mental Hlth, Asst Food Svc 2, Asst Food Svcs, Asst Imaging Tech, Asst Sterile Processing, Attend Cleaning, Attend Cleaning Lead, Attend Housekeeping 2, Bed Control Coordinator, Buyer-Food, CNA 2, CNA 2 HUC, CNA 2 Med Surg, Cook, Cook Ld, Cook Prep Grill, Coord-Bed Placement, Coord-Food Svcs, Coord-Hlth Unit, Coord-Scheduler/Timekeeper, Coord-Scheduling, Coord-Scheduling LD, Coord-Specialty Scheduling, Coord-Staffing, Coord-Sterile Processing Svc, Diagnostic Imaging Support Specialist, Distributor Linen, Distributor Linen Ld, ED Support Spec, Ld-Food Nutrition, Medical Assistant Cert, Patient Escort, Patient Escort Ld,  PBX Operator, Phlebotomist, Phlebotomist 2, Registrar, Scheduler-Diagnostic Imaging, Scheduler-Diagnostic Imaging LD, Scheduler-Heart and Vascular, Spec-CV Scheduling, Spec-DI Support Lead, Spec-Floor Care, Spec-Mental Health, Spec-PT Dining, Spec-Surg Scheduling, Staffing/Unit Facilitator, Storekeeper-Nutrition Services, Tech Anesthesia Cert, Tech-1-Pharm Acute OC, Tech Anesthesia Ld, Tech Anesthesia Non Cert, Tech ECG/EKG, Tech ECG/EKG Senior, Tech Endoscopy, Tech ER, Tech Hemodialysis, Tech Monitor, Tech Monitor Ld, Tech Pharmacy, Tech Sterile Processing 1, Tech Sterile Processing 2, Tech Videographer Equipment, Tech 1 Pharm Acute, Tech 2 Pharm Acute and Tech 3 Pharm Acute; but excluding all other non-professional employees, professional employees, physicians, registered nurses, technical employees, business office clerical employees, skilled maintenance employees, managerial employees and guards and supervisors as defined by the Act.",,,
"Region 10, Atlanta, Georgia",10-RC-223260,"Paragon Systems, Inc.",Closed,07/09/2018,02/04/2020,"Certific. of Representative",Atlanta,GA,A,"Two Labor Organizations",Rerun,01/27/2020,332,12,"International Union, Security, Police and Fire Professionals of America (SPFPA)",87,"United Government Security Officers of America, International Union (UGSOA) and Its Local 823",68,,,,155,,1,,"International Union, Security, Police and Fire Professionals of America (SPFPA)","All full time and regular part-time armed and unarmed security officers performing guard duties as defined in Section 9(b)(3) of the Act employed by Paragon Systems, Inc. or Praetorian Shield, Inc. assigned to federal facilities throughout the State of Georgia under the Employer’s contract HSHQE4-12-D-0003 with the Department of Homeland Security, Federal Protective Service; but excluding all other employees, office clerical employees, professional employees and supervisors as defined by the Act.",,,
"Region 29, Brooklyn, New York",29-RC-215193,"FDR Services Corp.",Closed,02/20/2018,08/06/2020,"Certific. of Representative",Hempstead,NY,A,"Single Labor Organization",Initial,12/03/2019,197,4,"Laundry Distribution and Food Service Joint Board",103,,,,,1,121,,17,,"Laundry Distribution and Food Service Joint Board","All full-time and regular part-time employees employed by the Employer excluding guards, office employees, clerical employees, confidential employees, and supervisors as defined by the Act.",,,
"Region 10, Atlanta, Georgia",10-RC-223260,"Paragon Systems, Inc.",Closed,07/09/2018,02/04/2020,"Certific. of Representative",Atlanta,GA,A,"Two Labor Organizations",Run-off,11/25/2019,317,6,"International Union, Security, Police and Fire Professionals of America (SPFPA)",73,"United Government Security Officers of America, International Union (UGSOA) and Its Local 823",75,,,,148,,1,,"United Government Security Officers of America, International Union (UGSOA) and Its Local 823","All full time and regular part-time armed and unarmed security officers performing guard duties as defined in Section 9(b)(3) of the Act employed by Paragon Systems, Inc. or Praetorian Shield, Inc. assigned to federal facilities throughout the State of Georgia under the Employer’s contract HSHQE4-12-D-0003 with the Department of Homeland Security, Federal Protective Service; but excluding all other employees, office clerical employees, professional employees and supervisors as defined by the Act.",,,
"Region 15, New Orleans, Louisiana",15-RD-233402,"Lion Oil Company",Closed,12/28/2018,12/02/2019,"Certification of Results","El Dorado",AR,A,"Single Labor Organization",Initial,11/21/2019,34,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied-Industrial and Service Workers International Union, AFL-CIO/CLC",13,,,,,21,34,,,,,"Included: All full-time and part-time Truck Drivers employed by Lion Oil Company at its facility located at 1000 McHenry Ave, El Dorado, Arkansas 71730.
Excluded: All office clerical and professional employees, security guards, and supervisors as defined by the Act.
",,,
"Region 14, Saint Louis, Missouri",14-RD-226626,"Conagra Brands",Closed,08/31/2018,11/27/2019,"Certific. of Representative","Saint Elmo",IL,A,"Single Labor Organization",Initial,11/15/2019,172,,"Local 881 United Food and Commercial Workers",83,,,,,72,155,,,,"Local 881 United Food and Commercial Workers","All full-time and regular part-time Production and Maintenance employees including Warehouse and Distribution employees, Sanitation employees, Coordinator employees, and Quality Assurance (QA) employees employed by the Employer at its 1000 Brewbaker Drive, St. Elmo, Illinois facility, excluding office clerical employees, Kaizen/Training Coordinator, Quality Coordinators, Team Leads, temporary employees, professional employees, guards and supervisors as defined by the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-213174,"The Arc of South Norfolk",Closed,01/17/2018,10/11/2019,"Certification of Results",Westwood,MA,A,"Single Labor Organization",Rerun,10/03/2019,34,,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES, COUNCIL 93",13,,,,,16,29,,,,,"All full-time and regular part-time relief staff, assistant case managers, and case managers employed by the employer but excluding all other employees, guards and supervisors as defined by the Act.",,,
"Region 15, New Orleans, Louisiana",15-RD-227033,"Penske Truck Leasing",Closed,09/10/2018,09/30/2019,"Certific. of Representative",Memphis,TN,A,"Single Labor Organization",Initial,09/19/2019,50,,"Teamsters Local Union 667",28,,,,,14,42,,,,"Teamsters Local Union 667","Included: All technicians and customer services representatives at the 4343 Getwell Road, Memphis, Tennessee and 2046 Whitten Road, Memphis, Tennessee jobsites.

Excluded: All secretaries, parts men, supervisors and managers, as defined in the Act.
",,,
"Region 25, Indianapolis, Indiana",25-RC-231155,"Globe Industries LLC",Closed,11/16/2018,08/23/2019,"Certification of Results",Pekin,IN,A,"Single Labor Organization",Rerun,08/15/2019,30,,"Plumbers and Pipefitters Local 502",4,,,,,26,30,,,,,"Included:  All full-time and regular part-time receiving, cutter, prepper, fitter, tacker, welder, checkout, hydro, and maintenance employees employed by the Employer at its Pekin, Indiana, facility: BUT EXCLUDING all office clerical employees, professional employees, and guards and supervisors as defined in the Act.",,,
"Region 29, Brooklyn, New York",29-RC-222076,"Arverne Preservation, LLC",Closed,06/15/2018,08/23/2019,"Certification of Results","Far Rockaway",NY,A,"Single Labor Organization",Initial,08/05/2019,14,,"SPECIAL PATROLMAN'S BENEVOLENT ASSOCIATION, LOCAL 1",,,,,,10,10,,,,,"Included: All full time and regular part time security officers. 
Excluded: All other employees and supervisors as defined by the Act.",,,
"Region 21, Los Angeles, California",21-RC-219057,"Savage Services Corporation",Closed,04/24/2018,07/09/2019,"Certific. of Representative",Wilmington,CA,A,"Revised Single Labor Org",Initial,07/08/2019,121,,"WHOLESALE DELIVERY DRIVERS, GENERAL TRUCK DRIVERS, CHAUFFEURS, SALES, INDUSTRIAL AND ALLIED WORKERS, TEAMSTERS LOCAL 848, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",58,,,,,54,112,,1,,"WHOLESALE DELIVERY DRIVERS, GENERAL TRUCK DRIVERS, CHAUFFEURS, SALES, INDUSTRIAL AND ALLIED WORKERS, TEAMSTERS LOCAL 848, INTERNATIONAL BROTHERHOOD OF TEAMSTERS","Included:  All full-time and regular part-time petroleum coke truck drivers, sweeper drivers, hazmat drivers, on-call drivers, and mechanics employed by the Employer at its facility currently located at 1635 East Denni Street and 1261 Goodrich Avenue, Wilmington, California.

Excluded:  All other employees, hourly supervisors, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.
",,,
"Region 25, Indianapolis, Indiana",25-RC-229459,"Illinois Central School Bus, LLC",Closed,10/18/2018,08/08/2019,"Certific. of Representative",Kankakee,IL,A,"Single Labor Organization",Initial,05/02/2019,90,,"Teamsters Local 179 a/w International Brotherhood of Teamsters",44,,,,,42,86,,1,,"Teamsters Local 179 a/w International Brotherhood of Teamsters","Including: All full-time and regular part-time drivers and monitors employed by the Employer at its Kankakee, Illinois facility;

Excluding: All managerial employees, office clerical employees, professional employees, mechanics, guards and supervisors as defined by the Act, and all other employees.",,,
"Region 27, Denver, Colorado",27-RC-231378,"R.T.J., Inc., d/b/a  Colorado Mechanical Insulation, Inc.",Closed,11/20/2018,08/16/2019,"Certification of Results",Englewood,CO,A,"Single Labor Organization",Initial,04/29/2019,109,,"International Association of Heat and Frost Insulators & Allied Workers, Local No. 28, AFL-CIO",9,,,,,83,92,,12,,,"Included:  All full-time and regular part-time insulators and firestoppers employed by the Employer out of its office located in Englewood, Colorado.  
Excluded:  All other employees, professional employees, office clerical employees, managerial employees, guards, and supervisors as defined in the Act.

",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-228976,"Transportation Management Services, Inc.d/b/a Lenzner Coach Lines",Closed,10/10/2018,04/30/2019,"Certific. of Representative",Sewickley,PA,A,"Two Labor Organizations",Run-off,04/22/2019,56,2,"General Teamsters, Chauffeurs and Helpers, Local Union No. 249 a/w International Brotherhood of Teamsters",38,"Amalgamated Local 298, ESJB, IUANPW, AFL-CIO",8,,,,46,,1,,"General Teamsters, Chauffeurs and Helpers, Local Union No. 249 a/w International Brotherhood of Teamsters","All full-time and regular part-time charter drivers, mechanics and cleaners employed by the Employer at its Sewickley, Pennsylvania facility; 
Excluding office clerical employees and guards, professional employees and supervisors as defined in the Act and all other employees.",,,
"Region 09, Cincinnati, Ohio",09-RD-232675,"GEORGIA-PACIFIC CORRUGATED LLC",Closed,12/13/2018,04/29/2019,"Certific. of Representative",Circleville,OH,A,"Single Labor Organization",Initial,04/19/2019,89,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO/CLC, Local 235M",64,,,,,19,83,,,,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO/CLC, Local 235M","All hourly paid production and maintenance employees of the Employer’s Circleville, Ohio, plant except supervisors, office and clerical employees, guards, watchmen, professional personnel, and any other employees excluded by law.",,,
"Region 09, Cincinnati, Ohio",09-RC-221692,"TRI-STATE HEATING AND AIR, LLC",Closed,06/08/2018,04/25/2019,"Certific. of Representative",Flatwoods,KY,A,"Single Labor Organization",Initial,04/17/2019,9,,"United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO (PPF), Plumbers and Steamfitters Local 248",7,,,,,2,9,,,,"United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO (PPF), Plumbers and Steamfitters Local 248","All full-time and regular part-time plumbers and plumber helpers employed by the Employer at its Flatwoods, Kentucky; excluding all HVAC employees, electrical employees, managers, dispatchers, office clerical employees, guards and supervisors as defined by the Act.",,,
"Region 09, Cincinnati, Ohio",09-RC-221692,"TRI-STATE HEATING AND AIR, LLC",Closed,06/08/2018,04/25/2019,"Certific. of Representative",Flatwoods,KY,A,"Single Labor Organization",Rerun,04/17/2019,9,,"United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO (PPF), Plumbers and Steamfitters Local 248",7,,,,,2,9,,,,"United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO (PPF), Plumbers and Steamfitters Local 248","All full-time and regular part-time plumbers and plumber helpers employed by the Employer at its Flatwoods, Kentucky; excluding all HVAC employees, electrical employees, managers, dispatchers, office clerical employees, guards and supervisors as defined by the Act.",,,
"Region 31, Los Angeles, California",31-RC-214528,"LKQ Lakenor Auto & Truck Salvage, Inc.",Closed,02/08/2018,07/17/2019,"Certification of Results",Adelanto,CA,A,"Revised Single Labor Org",Initial,04/16/2019,51,,"United Steel, Paper and Foresty, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union",26,,,,,28,54,,,,,"Included: All full-time and regular part-time Cross Dock Workers, Dismantlers, Dismantling Helpers, Dispatchers, Front-End Loaders, Fork Lift Operators, Inventory Clerks, Parts Pullers Dismantling, Parts Washers, Prod. Lead Dismantling, Prod. Tech Disassembly, Quality Control Techs, Welders, and Yard Workers emplyed by the Employer at its Adelanto, CA, facility. 

Excluded: All other employees, guards, and supervisors as defined by the Act, as amended. 

Others permitted to vote: The parties have agreed that Delivery Drivers who deliver parts from the Adelanto facility located at 11200 Alden Road, Adelanto, California, to customers may vote in the election but their ballots will be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in this classification or group share sufficient community of interest to be included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.",,,
"Region 19, Seattle, Washington",19-RC-231425,"Providence Health & Services - Oregon d/b/a Providence Portland Medical Center",Closed,11/20/2018,05/13/2020,"Certification of Results",Portland,OR,A,"Revised Single Labor Org",Initial,04/11/2019,838,1,"Service Employees International Union Local 49",384,,,,,383,767,,,,"Service Employees International Union Local 49","All full-time, regular part-time and per diem non-professional employees employed by the Employer at its acute care hospital located at 4805 NE Glisan St., Portland, Oregon in the following classifications: Aide Perioperative 1, Aide Perioperative 2, Aide Rehab, Assoc Mental Hlth, Asst Food Svc 2, Asst Food Svcs, Asst Imaging Tech, Asst Sterile Processing, Attend Cleaning, Attend Cleaning Lead, Attend Housekeeping 2, Bed Control Coordinator, Buyer-Food, CNA 2, CNA 2 HUC, CNA 2 Med Surg, Cook, Cook Ld, Cook Prep Grill, Coord-Bed Placement, Coord-Food Svcs, Coord-Hlth Unit, Coord-Scheduler/Timekeeper, Coord-Scheduling, Coord-Scheduling LD, Coord-Specialty Scheduling, Coord-Staffing, Coord-Sterile Processing Svc, Diagnostic Imaging Support Specialist, Distributor Linen, Distributor Linen Ld, ED Support Spec, Ld-Food Nutrition, Medical Assistant Cert, Patient Escort, Patient Escort Ld,  PBX Operator, Phlebotomist, Phlebotomist 2, Registrar, Scheduler-Diagnostic Imaging, Scheduler-Diagnostic Imaging LD, Scheduler-Heart and Vascular, Spec-CV Scheduling, Spec-DI Support Lead, Spec-Floor Care, Spec-Mental Health, Spec-PT Dining, Spec-Surg Scheduling, Staffing/Unit Facilitator, Storekeeper-Nutrition Services, Tech Anesthesia Cert, Tech-1-Pharm Acute OC, Tech Anesthesia Ld, Tech Anesthesia Non Cert, Tech ECG/EKG, Tech ECG/EKG Senior, Tech Endoscopy, Tech ER, Tech Hemodialysis, Tech Monitor, Tech Monitor Ld, Tech Pharmacy, Tech Sterile Processing 1, Tech Sterile Processing 2, Tech Videographer Equipment, Tech 1 Pharm Acute, Tech 2 Pharm Acute and Tech 3 Pharm Acute; but excluding all other non-professional employees, professional employees, physicians, registered nurses, technical employees, business office clerical employees, skilled maintenance employees, managerial employees and guards and supervisors as defined by the Act.",,,
"Region 08, Cleveland, Ohio",08-RC-228349,"Ten Mile of Ohio, LLC",Closed,09/28/2018,04/19/2019,"Certification of Results",Belmont,OH,A,"Revised Single Labor Org",Initial,04/09/2019,18,,"International Union of Operating Engineers, Local 18",9,,,,,9,18,,,,"International Union of Operating Engineers, Local 18","All full-time and regular part-time laborers, flaggers, drivers, working foreman, and operator/drivers employed by the Employer at its facility located at 42795 Gregg Road, Belmont, Ohio, but excluding all managers, secretaries, office clericals, guards and supervisors as defined in the Act",,,
"Region 25, Indianapolis, Indiana",25-RC-227352,"Allied Waste Services of North America, LLC d/b/a Republic Services of Ottawa",Closed,09/14/2018,04/10/2019,"Certific. of Representative",Ottawa,IL,A,"Single Labor Organization",Initial,04/02/2019,24,,"Teamsters Local Union No. 179",13,,,,,10,23,,,,"Teamsters Local Union No. 179","INCLUDED: All full-time and regular part-time drivers employed by the Employer at its Ottawa, Illinois facility. 

EXCLUDED: All loaders, scale operators, landfill employees, janitors, managers, office clerical employees, professional employees, guards and supervisors as defined in the Act, and all other employees.

CLASSIFICATION VOTING SUBJECT TO CHALLENGE: Maintenance Technicians",,,
"Region 32, Oakland, California",32-RD-226843,"Chowchilla Care Holdings, LLC dba Invigorate Post-Acute of Chowchilla",Closed,09/05/2018,04/04/2019,"Certification of Results",Chowchilla,CA,A,"Single Labor Organization",Initial,03/27/2019,51,,"Service Employees International Union, Local 2015",15,,,,,28,43,,1,,,"All full-time and regular part-time Certified Nursing Aides, Restorative Nursing Aides, Nursing Assistants, Unit Secretaries, Dietary Aides, Activity Aides, Cooks, and Maintenance employees employed by the Employer and performing work at its facility located at 1010 Ventura Avenue, Chowchilla, California; and all full-time and regular part-time housekeepers, janitors and laundry aides employed by Healthcare Services Group, Inc., performing work at  the same Chowchilla facility; excluding all registered nurses, licensed vocational nurses, social service assistants, central supply clerks, office and clerical employees, confidential employees, professional employees, guards, and supervisors as defined in the National Labor Relations Act.

Also eligible to vote are all employees in the unit who have worked an average of four (4) hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.",,,
"Region 29, Brooklyn, New York",29-RC-229372,"PARAGON SYSTEMS, INC.",Closed,10/15/2018,12/10/2019,"Certific. of Representative","New York",NY,A,"Two Labor Organizations",Initial,03/26/2019,315,9,"National League of Justice and Security Professionals (NLJSP)",7,"Law Enforcement Officers Security Unions LEOSU, LEOS-PBA",167,,,34,209,,1,,"Law Enforcement Officers Security Unions LEOSU, LEOS-PBA","Including: All full-time and regular part-time armed and unarmed security officers employed by Paragon at the Federal Protective Service sites located in Manhattan, the Bronx, West Nyack, Yonkers, New Rochelle, White Plains, and Peekskill, New York, covered under Paragon's June 1, 2018, service contract with the United States Government.
Excluding: All other employees and supervisor as defined in the Act.",,,
"Region 32, Oakland, California",32-RD-229316,"Community Child Care Council of Santa Clara County, Inc.",Closed,10/16/2018,04/02/2019,"Certific. of Representative","San Jose",CA,A,"Single Labor Organization",Initial,03/25/2019,73,,"Service Employees International Union Local 521",41,,,,,25,66,,1,,"Service Employees International Union Local 521","All full-time and regular part-time employees employed by the Employer at or out of its facility located at 150 River Oaks Parkway in San Jose; excluding managers, professionals, on-calls, temporaries, intermittents, per diems, interns, volunteers, confidential employees, guards, and supervisors as defined in the Act.",,,
"Region 29, Brooklyn, New York",29-RC-231110,"FACULTY STUDENT ASSOCATION OF THE STATE UNIVERSITY OF NEW YORK AT STONY BROOK, INC",Closed,11/16/2018,04/01/2019,"Certification of Results","Stony Brook",NY,A,"Single Labor Organization",Initial,03/22/2019,52,,"Local 1102, RWDSU/ UFCW",24,,,,,28,52,,,,,"Included: All full-time and regular part-time gift shop, catering, utility, cashier, pantry, laundry, food service and dietary aide employees and cooks employed by the Employer at its Long Island State Veterans’ Home, 100 Patriots Road, Stony Brook, New York facility during the payroll period ending November 24, 2018.

Excluded: All guards and supervisors as defined by Section 2(11) of the Act.",,,
"Region 19, Seattle, Washington",19-RC-221706,"Pets' RX, Inc. d/b/a VCA Northwest Veterinary Specialists",Closed,06/08/2018,03/27/2019,"Certific. of Representative",Clackamas,OR,A,"Revised Single Labor Org",Initial,03/19/2019,113,,"International Longshore and Warehouse Union",55,,,,,54,109,,2,,"International Longshore and Warehouse Union","All full-time and regular part-time non-professional employees, including credentialed veterinary technicians, veterinary assistants, technician assistants, doctor’s assistants, kennel assistants, client service representatives, and referral coordinators employed by the Employer at its facility in Clackamas, Oregon; but excluding all professional employees, doctors, veterinarians, managers, and guards and supervisors as defined by the Act.",,,
"Region 06, Pittsburgh, Pennsylvania",06-RD-224811,"United Food and Commercial Workers International Union, Local 1776KS",Closed,08/01/2018,03/25/2019,"Certification of Results","Plymouth Meeting",PA,A,"Single Labor Organization",Initial,03/15/2019,6,,"United Food and Commercial Workers International Union, Local 1776",,,,,,4,4,,,,,"All Full-time Business Representatives, Organizers and Payroll Checkers; excluding, the President, Secretary-Treasurer, Executive Staff Members, Executive Board Members, Office Clerical Employees, Maintenance Employees, guards and supervisory employees as defined in the National Labor Relations Act, as amended.",,,
"Region 05, Baltimore, Maryland",05-RC-232347,"Audio Visual Services Group, LLC d/b/a PSAV Presentation Services",Closed,12/10/2018,03/22/2019,"Certific. of Representative",Lanham,MD,A,"Single Labor Organization",Initial,03/14/2019,17,,"International Alliance of Theatrical and Stage Employees, Moving Picture Technicians, Artists and Allied Crafts Local 22, a/w International Alliance of Theatrical and Stage Employees, Moving Picture Technicians, Artists and Allied Crafts, United States, its Territories, and Canada, AFL-CIO, CLC",15,,,,,1,16,,1,,"International Alliance of Theatrical and Stage Employees, Moving Picture Technicians, Artists and Allied Crafts Local 22, a/w International Alliance of Theatrical and Stage Employees, Moving Picture Technicians, Artists and Allied Crafts, United States, its Territories, and Canada, AFL-CIO, CLC","All full-time, regular part-time and casual riggers, lead riggers, and rigging supervisors employed by the Employer on jobsites in Maryland,Washington, D.C., and Northern Virginia, except for those otherwise covered by a collective bargaining agreement with International Alliance of Theatrical and Stage Employees, Local 22, a/w International Alliance of Theatrical and Stage Employees, AFL-CIO, but excluding all other employees including, audio visual technicians, concierges, drivers, inventory control specialists, warehouse employees, sales employees, administrative employees and office clerical employees, confidential employees, managerial employees, guards, and supervisors as defined by the Act. 

",,,
