Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 07, Detroit, Michigan",07-RC-147973,"Sysco Grand Rapids, LLC",Closed,03/11/2015,06/10/2021,"Certification of Results","Grand Rapids",MI,A,"Revised Single Labor Org",Rerun,05/26/2021,165,1,"General Teamsters Local Union No. 406",66,,,,,67,133,,,,"General Teamsters Local Union No. 406","All full-time and regular part-time warehouse, transportation, facility, fleet employees, including drivers, yard spotter, beverage technicians, inventory control and sanitary employees, employed by Sysco Grand Rapids, LLC at, or based at its Grand Rapids Michigan facility and its domicile locations in Alanson, Cadillac, Kalkaska, West Branch, Niles and White Pigeon, Michigan; but excluding office clerical employees, sales employees, routing employees, slotting coordinator, and guards and supervisors as defined in the Act",,,
"Region 07, Detroit, Michigan",07-RC-147973,"Sysco Grand Rapids, LLC",Closed,03/11/2015,06/10/2021,"Certification of Results","Grand Rapids",MI,A,"Single Labor Organization",Rerun,05/17/2021,165,1,"General Teamsters Local Union No. 406",62,,,,,61,123,,11,Y,"General Teamsters Local Union No. 406","All full-time and regular part-time warehouse, transportation, facility, fleet employees, including drivers, yard spotter, beverage technicians, inventory control and sanitary employees, employed by Sysco Grand Rapids, LLC at, or based at its Grand Rapids Michigan facility and its domicile locations in Alanson, Cadillac, Kalkaska, West Branch, Niles and White Pigeon, Michigan; but excluding office clerical employees, sales employees, routing employees, slotting coordinator, and guards and supervisors as defined in the Act",,,
"Region 07, Detroit, Michigan",07-RC-147973,"Sysco Grand Rapids, LLC",Closed,03/11/2015,06/10/2021,"Certification of Results","Grand Rapids",MI,A,"Single Labor Organization",Rerun,01/22/2021,158,,"General Teamsters Local Union No. 406",52,,,,,49,101,,,,"General Teamsters Local Union No. 406","All full-time and regular part-time warehouse, transportation, facility, fleet employees, including drivers, yard spotter, beverage technicians, inventory control and sanitary employees, employed by Sysco Grand Rapids, LLC at, or based at its Grand Rapids Michigan facility and its domicile locations in Alanson, Cadillac, Kalkaska, West Branch, Niles and White Pigeon, Michigan; but excluding office clerical employees, sales employees, routing employees, slotting coordinator, and guards and supervisors as defined in the Act",,,
"Region 28, Phoenix, Arizona",28-RC-161891,"Stern Produce Company, Inc.",Closed,10/14/2015,09/09/2025,"Withdrawal Non-adjusted",Phoenix,AZ,A,"Single Labor Organization",Initial,06/12/2020,64,7,"United Food and Commercial Workers Union, Local 99",,,,,,8,36,,28,Y,,"Included:  All full-time and regular part-time warehouse employees and drivers employed by the Employer at its distribution facility in Phoenix, Arizona.

Excluded:  All sales employees, accounting employees, office clerical employees, maintenance employees, managers, guards, and supervisors as defined by the National Labor Relations Act.",,,
"Region 28, Phoenix, Arizona",28-RC-161891,"Stern Produce Company, Inc.",Closed,10/14/2015,09/09/2025,"Withdrawal Non-adjusted",Phoenix,AZ,A,"Single Labor Organization",Initial,06/12/2020,64,7,"United Food and Commercial Workers Union, Local 99",,,,,,8,36,,28,Y,,"Included:  All full-time and regular part-time warehouse employees and drivers employed by the Employer at its distribution facility in Phoenix, Arizona.

Excluded:  All sales employees, accounting employees, office clerical employees, maintenance employees, managers, guards, and supervisors as defined by the National Labor Relations Act.",,,
"Region 21, Los Angeles, California",21-RC-166499,"POMONA VALLEY HOSPITAL MEDICAL CENTER",Closed,12/22/2015,01/25/2019,"Certification of Results",POMONA,CA,A,"Single Labor Organization",Initial,01/16/2019,1277,1,"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS - WEST (SEIU-UHW)",536,,,,,545,1081,,,,,"Included:  All full-time and regular part-time employees employed by the Employer at its Pomona, California facility in the following classifications:

Admitting Coordinator; Admitting Reg Rep.; Anesthesia Tech; Cardiac Cath CVT Tech; Cardiac Cath CVT Tech, Lead; Cardiac Cath Rad Tech; Cardio Tech II; Case Management Support Staff; Case Mgnt Coord Lead; Cent Dispatch Worker; Clerical Associate; Clinical Associate; Cook; CT Tech Team Lead; CT Technologist; Customer Care Rep, F&S Data Analyst; Data Entry/Lab Aide; Database Clerk; Delivery Truck Driver; Dep’t Secr, Phy Ther; Dep’t Secr, Rad-Admin; Dep’t Secr, Resp Serv; Dep’t Secr, Surgery; Dep’t Secr, Sweet Suc; Diagnostic Team Leader; Dialysis Equip Tech; Dietetic Tech, Registered and Unregistered; Echo Tech; Echo Tech Trainee; EDT; Educator (Non RN); EVS Assoc I; EVS Assoc II; EVS Assoc II, NICU; EVS Assoc III; EVS Assoc, Lead; Fam Birth Assist; Food Serv Associate; Gen Serv Worker; GI Tech/Clin Assoc; Histotech; Histotech, Lead; Imaging Librarian, Rad; Imaging Support Rep, Radiology; Lab Asst/Phleb; LVN I and II; LVN I, OCC Health; Mammography Technologist; MRI Technologist; MRI Technologist, Team Lead; MRI & CT Aide; Med Lab Asst; Med Secr; Neurology Tech, Sr.; Nuclear Med Technologist; Nuclear Medicine Team Lead; Nursing Assistant; Occ Ther Assist; Ortho Tech; Ortho Tech, Surgery; PACS Administrator; Patient Care Associate; Patient Care Support Tech; Pharmacy Tech; Phlebotomy Coordinator; Phy Ther Aide I; Phy Ther Aide II; Phy Ther Aide III; Phy Ther Assist; Phy Ther Assist, Sr.; Radiology Technologist; Radiology Transport Aide; Receptionist; Resp Care Prac II, III and IV; Resp Care Prac III, NICU; Resp Care Prac IV, NICU; Spec Proc Technologist; Sterile Proc Tech; Sterile Proc Tech II; Stock Clerk, Distribution; Stock Clerk, Linen; Surg Tech; Surg Tech II; Tech Coord; Temis Clerk; Ultrasound Aide; Ultrasound Technologist; and Ultrasound Tech, Team Lead; and Administrative Assistant, Case Management; Administrative Assistant, EVS; Administrative Assistant, FE & RC; Administrative Assistant, HIM; Administrative Assistant, Neuro; Administrative Assistant, NICU; Administrative Assistant, Phy Ther; Administrative Assistant, Resp Serv; App Specialist, Materials; Application Specialist; Assist II; Assistant; Assistant, Day Surg; Assistant, Emerg Dep't; Assistant, FNS; Assistant, LDRP; Assistant, Medsurg 3; Assistant, Pathology Lab; Assistant, Purch; Assistant, Volunteers; Buyer; Charge Revenue Rep; Coord; Coord, Card Serv; Coord, HIM; Coord, ICU; Coord, Mail/Mess; Coord, Nurse Staff; Coord, Phy Ther; Coord, Surgery; Coord, UM Reporting; Coord, Volunteers; Cust Rel Liaison; Doc Imaging Prep Rep; Doc Imaging Quality Rep; Doc Scanning & Indexing Rep; Exec Secr, Resource Ctr; Exec Secr, Support Services; Hosp Desk & Prk Amb; Inter Billing Rep.; Lead, HIM Document Imaging; Med Rec Birth Clerk; Med Rec Clk, Sr.; Nursing Serv Sys Analysts; Office Coord, LDRP; Specialist, Storeroom NICU; and System Coord, Lab.   

Excluded:  Bio Med Tech, registered nurses, physicians, professional employees, skilled maintenance employees, business office clerical employees, confidential employees, guards, and supervisors as defined by the Act; and Administrative Assistant, Master Plann; Administrative Assistant, Rad; App Specialist, Perioperative; Assistant, Found; Assistant, Litho; Assistant, Security; Asst, Financial Project Office; Benefits Specist; Clinical Coding Specialist I; Clinical Coding Specialist II; Clinical Support Liaison; Coding Assistant; Coding Tech, Non-Cert; Comp Specist; Compensation Analyst; Coord, Ed; Coord, Financial Counselor; Coord, Pre Services; Coord, Proj Financial, Master P; Database & Prospect Rsrch Spec; Desktop Engineer; Empl Specist; EPM Specialist; EPM-Emris Sys Analyst; Exec Secr, Info Sys; Healthcare Intell Architect; Helpdesk Technician; Infrastructure Tech; Lead, HIM Inpatient Coding; Litho Radiologic Tech; Med Rec Tech; Medi-Cal Liaison; Network Engineer III; Payroll Specialist; PBX Operator/Recept; Project Coordinator; Senior Payroll Spec; Senior Security Administrator; Software Engineer III; Specialist, HIM Data Integrity; Speech Therapy Assist; System Engineer I; System Engineer II; System Engineer III; Systems Analyst I; Systems Analyst II; Systems Analyst III; Telecommunications Tech; and WC Claims Specialist. 
",,,
"Region 09, Cincinnati, Ohio",09-RC-144924,"FRANKLINTON PREPARATORY ACADEMY",Closed,01/23/2015,05/21/2018,"Withdrawal Non-adjusted",Columbus,OH,A,"Revised Single Labor Org",Initial,04/30/2018,13,1,"Franklinton Preparatory Academy Educators Association",5,,,,,5,10,,,,,"All full-time and regular part-time professional employees who regularly work at least ten (10) hours per week during the school year, including teachers, behaviorial intervention specialists, counselors, tutors, academic workforce liaisons and hybrid learning coordinators, excluding all non-professional employees, casual employees, substitute employees, confidential employees, managerial employees, and all office clerical employees, guards and supervisors as defined by the Act.",,,
"Region 10, Atlanta, Georgia",10-RD-154113,"TGC, LLC d/b/a Golf Channel",Closed,06/12/2015,09/08/2017,"Certific. of Representative",Savannah,GA,A,"Single Labor Organization",Rerun,08/29/2017,390,22,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, its Territories and Canada AFL-CIO CLC",171,,,,,80,251,,8,,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, its Territories and Canada AFL-CIO CLC","All technicians employed by TGC, LLC d/b/a Golf Channel to perform work in connection with recorded or live golf tournament plan, including e.g. “spotlight,” at remote locations including camera operators (for stationary, hand held and/or remotely operated camera), videotape operators, digital recording device operators, audio technicians, graphic operators, technical directors, audio assistants, video technicians, video technician assistants, utility technicians, and others in similar technical positions performing pre-production, production and post-production work in connection with the telecasting of live or recorded golf tournaments at remote locations who have worked  at least two remote tournaments during the period from January 1, 2014, through the period June 12, 2015; but excluding all other employees, including employees employed on news studio shows (e.g. “Live From,” “Road Show,” and “Feherty”), managers, clericals, guards and supervisors as defined in the Act.",,,
"Region 09, Cincinnati, Ohio",09-RD-162692,"GARDAWORLD D/B/A GARDA CL CENTRAL, INC.",Closed,10/26/2015,08/04/2017,"Certification of Results",Louisville,KY,A,"Single Labor Organization",Initial,07/27/2017,47,,"INTERNATIONAL GUARDS UNION OF AMERICA, LOCAL 152",16,,,,,18,34,,,,,"All full-time and regular part-time driver/messenger/guards and vault driver/messengers/guards employed by the Company at its facility located in Louisville, Kentucky, excluding all cash vault services processing employees, premise guards, office employees, and supervisors as defined in the Act.",,,
"Region 29, Brooklyn, New York",29-RC-146077,"Deep Distributors of Greater NY d/b/a The Imperial Sales Inc.",Closed,02/10/2015,07/18/2017,"Certific. of Representative",Syosset,NY,A,"Single Labor Organization",Run-off,07/18/2017,20,18,"Local 660, United Workers of America",12,,,,,6,,,,,"Local 660, United Workers of America","Included:  All full-time and regular part-time warehouse helpers, pickers, loaders and forklift operators working at and out of 60 Gordon Drive, Syosset, NY.

Excluded:  All others including managers, clerical employees, guards, and supervisors, as defined under the Act.",,,
"Region 12, Tampa, Florida",12-RD-153636,"Comcast Corporation",Closed,06/05/2015,06/16/2017,"Certification of Results",Davie,FL,A,"Single Labor Organization",Initial,06/07/2017,13,,"International Brotherhood of Electrical Workers, Local Union 824",,,,,,11,11,,,,,"All full-time and regular part-time Multi-Dwelling Unit Direct Sales Representatives, Single Family Unit Direct Sales Representatives and Xfinity Home Direct Sales Representatives employed by the Employer in the South Florida area out of its Hialeah Office, Redlands Office and Davie Office

All other employees, office clerical employees, technician and maintenance employees, warehouse employees, guards, managers and supervisors as defined in the Act.",,,
"Region 07, Detroit, Michigan",07-RD-163960,"Repair Industries of Michigan",Closed,11/10/2015,05/19/2017,"Certific. of Representative",Detroit,MI,A,"Single Labor Organization",Initial,05/11/2017,56,,"Local 771, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",37,,,,,19,56,,,,"Local 771, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO",,,,
"Region 02, New York, New York",02-RC-159028,"Twin  America, LLC, and JAD Transportation, Inc.",Closed,08/31/2015,11/28/2016,"Certific. of Representative","New York",NY,A,"Two Labor Organizations",Run-off,11/18/2016,460,2,"Local 225, Transport Workers Union of America",179,"United Service Workers Union, Local 1212",221,,,,400,,27,,"United Service Workers Union, Local 1212","INCLUDED: All full-time and regular part-time Sidewalk Sales Agents, Tour Guides, and Double Decker Sightseeing Bus Customer Service Agents employed by the Employers at and out of the facility located at 777 8th Avenue, New York, NY

EXCLUDED:  All other employees, including drivers, dispatchers, office clerical employees, managers, and guards, and professional employees and supervisors as defined in the Act",,,
