cty,01001,AL: Autauga,1983,04,PRCP,     0.00,    17.40,     0.01,     0.00,     0.00,    21.79,    34.92,    58.64,    31.09,     0.00,     0.00,     0.00,     0.00,    23.69,     3.13,     0.00,     0.00,     1.44,     0.44,     0.00,     0.00,     0.00,    43.64,     7.83,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01003,AL: Baldwin County,1983,04,PRCP,     0.00,     6.96,     0.00,     0.00,     0.00,     2.19,    85.31,    86.46,    21.90,     0.00,     0.00,     0.00,     0.00,    36.46,    11.11,     0.00,     0.00,     0.00,     0.20,     0.02,     0.00,     0.00,   109.69,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01005,AL: Barbour County,1983,04,PRCP,     0.02,     4.79,     0.00,     0.00,     0.02,     2.63,     9.48,    26.97,    28.51,     0.56,     0.00,     0.00,     0.00,     0.86,    21.78,     0.00,     0.00,     0.70,     1.98,     0.00,     0.00,     0.03,    32.63,     4.63,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01007,AL: Bibb County,1983,04,PRCP,     0.00,    31.04,     0.00,     0.00,     0.00,    25.51,    39.55,    46.98,    20.81,     0.00,     0.00,     0.00,     0.00,    42.84,     0.00,     0.00,     0.00,     4.91,     0.61,     0.00,     0.00,     0.00,    71.88,     8.63,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01009,AL: Blount County,1983,04,PRCP,     0.00,    19.49,     0.90,     0.00,     6.74,    42.34,     8.53,    23.29,     9.37,     0.00,     0.00,     0.00,     0.00,    22.52,     0.83,     0.00,     0.00,    13.36,     1.52,     0.00,     0.00,     3.37,    32.70,     9.23,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01011,AL: Bullock County,1983,04,PRCP,     0.00,     5.46,     0.00,     0.00,     0.00,     4.72,    14.91,    28.13,    24.39,     0.04,     0.00,     0.00,     0.00,     4.61,    14.93,     0.00,     0.00,     1.01,     1.36,     0.00,     0.00,     0.00,    30.53,     5.34,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01013,AL: Butler County,1983,04,PRCP,     0.00,     9.68,     0.00,     0.00,     0.00,     9.55,    35.17,    54.40,    30.29,     0.00,     0.00,     0.00,     0.00,    15.87,    11.02,     0.00,     0.00,     0.79,     2.36,     0.00,     0.00,     0.00,    45.39,     3.06,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01015,AL: Calhoun County,1983,04,PRCP,     0.00,    14.70,     0.33,     0.00,     6.91,    33.31,     9.67,    51.46,    16.59,     0.00,     0.00,     0.00,     0.00,    17.17,     3.29,     0.00,     0.00,    12.33,     1.72,     0.00,     0.00,     6.82,    24.73,    11.45,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01017,AL: Chambers County,1983,04,PRCP,     0.29,     9.94,     0.00,     0.00,     0.00,    11.35,    13.81,    65.77,    33.21,     0.10,     0.00,     0.00,     0.01,     7.59,    12.04,     0.00,     0.00,     2.00,     2.23,     0.00,     0.00,     0.42,    37.63,    12.19,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
cty,01019,AL: Cherokee County,1983,04,PRCP,     0.52,    12.00,     0.70,     0.00,     6.80,    34.65,     4.18,    28.14,    16.57,     0.00,     0.00,     0.00,     0.26,     9.71,     3.15,     0.00,     0.18,     5.57,     1.33,     0.00,     0.00,     2.34,    15.99,    11.59,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,  -999.99
