cty,01001,AL: Autauga,2014,04,TMIN,     3.41,     9.28,    11.60,    17.01,    12.85,    10.59,    10.18,     8.11,     7.47,     5.84,     6.22,     8.90,    10.90,    12.43,    10.39,     1.90,     1.98,     8.03,    11.15,    11.14,    10.47,    10.90,    13.71,    11.69,    13.58,    12.63,    13.34,    17.84,    18.64,    18.38,  -999.99
cty,01003,AL: Baldwin County,2014,04,TMIN,     5.42,     9.81,    15.69,    18.63,    15.44,    14.25,    13.45,     9.47,     8.98,     7.79,     8.08,    11.65,    13.12,    17.37,    10.80,     4.05,     4.26,    11.08,    12.46,    11.82,    11.36,    11.88,    14.31,    15.82,    16.91,    17.64,    18.61,    20.74,    17.27,    18.31,  -999.99
cty,01005,AL: Barbour County,2014,04,TMIN,     3.72,     6.83,    10.08,    14.14,    13.88,    12.54,    11.47,     8.94,     7.86,     6.23,     6.29,     8.04,    10.84,    11.86,    14.29,     1.69,     2.84,     7.08,    10.77,    11.19,     8.98,    10.20,    12.98,    12.75,    13.81,    13.47,    13.14,    15.52,    17.42,    17.68,  -999.99
cty,01007,AL: Bibb County,2014,04,TMIN,     3.70,     9.70,    11.52,    16.47,    10.09,     8.50,     8.92,     6.20,     6.24,     5.27,     5.96,     9.01,    10.20,    12.14,     7.35,     1.06,     1.52,     7.77,    10.57,     9.72,     9.49,    10.68,    12.86,    10.00,    12.67,    11.55,    12.92,    16.86,    17.42,    16.60,  -999.99
cty,01009,AL: Blount County,2014,04,TMIN,     5.05,    10.12,    11.80,    16.33,     7.28,     7.63,     9.04,     5.97,     6.39,     4.42,     6.90,     9.35,    10.32,    13.16,     5.42,     0.26,     2.51,     6.96,     9.57,     8.23,     8.51,    10.54,    10.84,     6.96,    11.29,    10.06,    11.51,    14.64,    16.46,    13.60,  -999.99
cty,01011,AL: Bullock County,2014,04,TMIN,     3.77,     7.73,    10.76,    15.60,    14.37,    12.24,    11.13,     9.29,     8.31,     6.36,     6.38,     8.21,    10.81,    11.80,    14.74,     2.07,     2.63,     7.72,    11.36,    11.78,     9.84,    10.58,    13.34,    12.50,    13.73,    13.41,    13.20,    16.51,    18.20,    18.62,  -999.99
cty,01013,AL: Butler County,2014,04,TMIN,     3.10,     7.61,    12.53,    16.17,    13.66,    11.71,    11.03,     7.72,     7.09,     4.83,     6.01,     7.96,    10.62,    13.30,    11.00,     1.23,     2.10,     8.10,    10.81,    10.87,     9.48,    10.09,    12.76,    13.54,    14.76,    12.92,    13.91,    18.34,    17.60,    17.52,  -999.99
cty,01015,AL: Calhoun County,2014,04,TMIN,     2.53,     8.84,     9.87,    16.19,     7.99,     8.47,     9.55,     7.80,     7.23,     4.13,     5.03,     8.33,     9.65,    11.99,     8.56,     0.41,     1.67,     6.35,    10.19,     9.10,     8.02,     9.79,    11.16,     6.59,     9.12,     9.68,    10.94,    13.68,    17.00,    14.03,  -999.99
cty,01017,AL: Chambers County,2014,04,TMIN,     2.21,     7.86,     8.85,    15.46,    11.57,     9.96,     9.48,     8.67,     7.92,     4.23,     4.10,     6.61,     8.73,     9.21,    12.75,     0.46,     1.30,     6.31,    10.41,    10.56,     8.24,     8.91,    11.60,     7.98,    10.00,    11.00,    11.37,    14.36,    16.93,    16.47,  -999.99
cty,01019,AL: Cherokee County,2014,04,TMIN,     2.45,     8.88,    10.31,    15.62,     7.35,     8.01,     9.46,     8.05,     7.45,     4.66,     5.48,     9.39,    10.66,    13.24,     8.33,     0.68,     1.99,     6.32,    10.56,     8.68,     7.86,    10.40,    10.67,     6.73,     8.79,     9.40,    10.40,    13.69,    17.25,    16.35,  -999.99
cty,01021,AL: Chilton County,2014,04,TMIN,     3.28,     9.33,    10.98,    16.76,    11.12,     9.28,     9.32,     6.77,     6.69,     5.13,     5.77,     8.60,    10.18,    11.91,     8.36,     0.96,     1.35,     7.41,    10.41,    10.23,     9.72,    10.35,    13.03,    10.03,    12.61,    11.82,    12.60,    16.87,    17.86,    17.08,  -999.99
cty,01023,AL: Choctaw County,2014,04,TMIN,     3.47,    10.19,    13.48,    16.18,    10.92,     9.83,    10.97,     7.36,     7.63,     6.10,     6.29,    10.09,    12.37,    14.33,     7.05,     2.07,     2.35,     8.39,    10.97,    10.21,    10.68,    12.10,    13.47,    13.60,    14.61,    11.89,    14.34,    19.11,    16.21,    14.97,  -999.99
cty,01025,AL: Clarke County,2014,04,TMIN,     3.53,     9.61,    13.83,    16.63,    12.25,    10.98,    11.33,     7.60,     7.80,     6.20,     6.44,     9.74,    11.85,    15.02,     7.94,     1.89,     2.20,     8.79,    11.50,    10.67,    10.68,    11.62,    13.55,    14.38,    15.37,    12.94,    15.09,    19.53,    16.56,    16.31,  -999.99
cty,01027,AL: Clay County,2014,04,TMIN,     2.26,     8.34,     9.11,    15.95,     9.01,     8.54,     8.99,     7.31,     6.89,     3.67,     4.36,     6.96,     8.59,    10.07,     9.43,    -0.23,     0.81,     6.15,     9.74,     9.49,     8.13,     8.88,    11.42,     6.81,     9.49,     9.93,    10.88,    14.06,    16.63,    14.22,  -999.99
