cty,01001,AL: Autauga,1982,11,TMIN,    12.16,    12.74,    15.07,     6.86,    -1.91,    -2.04,    -1.17,     0.55,     1.89,     2.89,     4.54,     8.19,     1.41,    -1.07,     0.44,    -0.75,     1.79,    10.07,    11.84,    13.06,    13.57,    14.54,    13.90,    10.20,     0.30,     4.25,    10.77,    14.97,     9.66,     9.64,  -999.99
cty,01003,AL: Baldwin County,1982,11,TMIN,    14.82,    16.49,    17.54,     8.87,     1.23,    -0.05,     1.31,     4.25,     6.45,     8.02,     8.58,    12.37,     4.50,     0.95,     4.14,     2.15,     5.94,    13.46,    16.88,    18.21,    17.85,    15.69,    15.78,    14.50,     4.82,     7.83,    12.69,    17.60,    12.66,    12.91,  -999.99
cty,01005,AL: Barbour County,1982,11,TMIN,    13.34,    13.80,    16.59,     9.89,    -0.72,    -1.49,     0.34,     3.11,     3.33,     5.06,     6.39,     9.32,     4.48,     1.13,     2.75,     1.66,     4.56,    11.66,    14.15,    13.65,    14.60,    14.00,    12.64,    13.91,     1.91,     5.86,    10.74,    12.71,    14.06,    13.98,  -999.99
cty,01007,AL: Bibb County,1982,11,TMIN,    12.17,    12.86,    14.79,     6.08,    -2.01,    -2.63,    -1.71,    -0.11,     1.60,     1.91,     3.97,     8.82,     1.29,    -1.99,    -0.86,    -1.81,     0.25,     9.54,    11.12,    13.17,    13.67,    14.87,    14.75,     9.01,     0.09,     1.44,     9.76,    15.26,     7.78,     7.53,  -999.99
cty,01009,AL: Blount County,1982,11,TMIN,    12.04,    12.52,    13.59,     4.13,    -3.11,    -3.91,    -2.62,    -0.87,     0.71,     1.55,     4.20,     8.82,     0.26,    -2.67,    -1.47,    -2.59,     0.62,     8.64,    10.91,    12.15,    13.45,    14.08,    13.67,     6.40,    -0.60,    -0.04,     8.64,    12.61,     5.08,     4.86,  -999.99
cty,01011,AL: Bullock County,1982,11,TMIN,    12.65,    12.97,    15.78,     8.41,    -1.70,    -1.94,    -0.37,     2.10,     2.51,     4.24,     5.71,     8.53,     2.87,     0.25,     1.76,     0.86,     3.72,    10.98,    13.20,    13.04,    13.93,    14.05,    12.58,    12.71,     1.16,     5.50,    10.73,    13.07,    12.58,    12.52,  -999.99
cty,01013,AL: Butler County,1982,11,TMIN,    12.71,    13.74,    15.92,     7.76,    -2.01,    -2.15,    -0.77,     1.74,     3.31,     4.56,     5.52,     8.59,     1.98,    -1.10,     0.84,    -0.58,     2.04,    10.94,    13.30,    14.09,    14.19,    14.29,    13.80,    11.89,     0.39,     4.77,    10.47,    14.69,    11.48,    11.53,  -999.99
cty,01015,AL: Calhoun County,1982,11,TMIN,    11.36,    11.87,    12.83,     4.41,    -3.10,    -2.94,    -2.19,    -0.62,     0.28,     1.78,     4.53,     8.01,     0.17,    -2.00,    -0.87,    -0.91,     2.71,     8.77,    11.13,    11.89,    13.25,    13.14,    12.63,     5.98,     0.02,     2.46,    10.09,    10.74,     5.83,     6.12,  -999.99
cty,01017,AL: Chambers County,1982,11,TMIN,    10.73,    11.06,    13.18,     5.60,    -3.57,    -2.87,    -2.09,    -0.14,     0.42,     2.05,     4.26,     7.02,     0.27,    -1.04,    -0.03,     0.51,     3.30,     9.19,    10.96,    11.29,    12.89,    12.84,    11.41,     9.27,     0.17,     4.41,    10.32,    10.83,     8.91,     9.26,  -999.99
cty,01019,AL: Cherokee County,1982,11,TMIN,    11.13,    11.94,    12.75,     4.41,    -3.28,    -3.32,    -2.41,    -0.84,     0.11,     1.84,     4.50,     8.20,     0.20,    -2.51,    -1.17,    -1.95,     2.31,     8.15,    10.78,    11.69,    13.02,    13.41,    12.84,     5.87,    -0.16,     1.91,     9.55,    10.42,     5.04,     4.74,  -999.99
cty,01021,AL: Chilton County,1982,11,TMIN,    11.82,    12.35,    14.44,     6.13,    -2.10,    -2.51,    -1.64,    -0.06,     1.48,     2.22,     4.03,     8.00,     1.11,    -1.53,    -0.22,    -1.18,     1.26,     9.50,    11.21,    12.65,    13.27,    14.32,    13.84,     9.33,     0.06,     2.94,    10.16,    14.52,     8.41,     8.26,  -999.99
cty,01023,AL: Choctaw County,1982,11,TMIN,    12.47,    14.08,    15.13,     5.36,    -2.67,    -2.93,    -1.72,    -0.19,     1.78,     2.09,     4.46,     9.78,     0.75,    -3.07,    -0.80,    -3.43,    -0.54,    10.11,    12.29,    15.87,    15.77,    15.91,    15.49,     8.45,     0.09,     3.19,     9.59,    16.68,     6.66,     7.36,  -999.99
cty,01025,AL: Clarke County,1982,11,TMIN,    12.31,    13.95,    15.36,     6.03,    -2.37,    -2.65,    -1.61,     0.40,     2.32,     3.32,     4.83,     9.32,     1.14,    -2.51,    -0.17,    -2.29,     0.64,    10.41,    12.74,    15.30,    14.99,    15.06,    14.82,     9.62,    -0.08,     4.10,     9.71,    16.09,     8.47,     8.81,  -999.99
cty,01027,AL: Clay County,1982,11,TMIN,    10.74,    10.87,    12.40,     4.28,    -3.73,    -3.37,    -2.43,    -0.67,     0.31,     1.61,     3.92,     6.91,    -0.50,    -1.93,    -1.04,    -0.43,     2.52,     8.72,    10.76,    11.39,    12.65,    12.73,    11.75,     6.83,    -0.67,     2.69,     9.73,    10.61,     6.82,     7.25,  -999.99
cty,01029,AL: Cleburne County,1982,11,TMIN,    10.38,    11.10,    11.92,     3.86,    -4.02,    -3.52,    -2.66,    -1.03,    -0.13,     1.45,     4.05,     7.06,    -0.86,    -2.49,    -1.64,    -0.96,     2.53,     8.12,    10.46,    11.07,    12.49,    12.33,    11.69,     5.72,    -0.74,     2.24,     9.57,     9.25,     5.64,     5.98,  -999.99
cty,01031,AL: Coffee County,1982,11,TMIN,    13.12,    13.97,    16.41,     9.14,    -1.32,    -2.34,    -0.19,     2.85,     4.13,     5.68,     6.13,     8.81,     3.85,     0.02,     1.99,     0.51,     3.25,    11.27,    14.33,    14.07,    14.61,    13.41,    12.64,    13.51,     1.76,     5.79,    10.37,    13.26,    13.28,    13.47,  -999.99
cty,01033,AL: Colbert County,1982,11,TMIN,    12.48,    12.20,    13.68,     0.73,    -5.97,    -6.37,    -4.24,    -1.62,     0.34,     0.52,     3.35,    10.35,    -3.09,    -3.83,    -3.11,    -6.31,    -3.02,     7.96,    10.24,    12.91,    14.53,    14.95,    13.97,     2.34,    -2.35,    -1.10,     4.35,     9.18,     2.29,     3.24,  -999.99
cty,01035,AL: Conecuh County,1982,11,TMIN,    13.04,    14.39,    16.33,     7.95,    -1.69,    -2.04,    -0.70,     2.05,     4.02,     5.18,     5.95,     9.21,     2.46,    -1.23,     1.14,    -0.42,     2.34,    11.51,    14.19,    15.21,    14.98,    14.24,    14.25,    12.25,     1.35,     5.29,    10.62,    15.38,    11.56,    11.67,  -999.99
cty,01037,AL: Coosa County,1982,11,TMIN,    11.28,    11.29,    13.58,     5.52,    -2.81,    -2.86,    -2.01,    -0.31,     0.84,     1.92,     3.92,     7.28,     0.59,    -1.44,    -0.18,    -0.60,     2.07,     9.27,    11.12,    11.97,    12.91,    13.56,    12.53,     8.79,    -0.06,     3.57,    10.14,    13.12,     8.28,     8.28,  -999.99
cty,01039,AL: Covington County,1982,11,TMIN,    13.07,    14.19,    16.41,     8.69,    -1.63,    -2.38,    -0.54,     2.58,     4.39,     5.63,     6.09,     8.90,     3.15,    -0.73,     1.60,     0.05,     2.80,    11.35,    14.43,    14.67,    14.84,    13.41,    13.19,    13.11,     1.84,     5.47,    10.40,    14.14,    12.59,    12.85,  -999.99
cty,01041,AL: Crenshaw County,1982,11,TMIN,    11.86,    12.66,    15.04,     7.21,    -2.85,    -3.20,    -1.47,     1.18,     2.48,     3.95,     4.80,     7.57,     1.38,    -1.56,     0.27,    -1.08,     1.62,     9.99,    12.54,    12.80,    13.23,    13.15,    12.28,    11.66,    -0.44,     4.10,     9.55,    12.99,    11.27,    11.32,  -999.99
cty,01043,AL: Cullman County,1982,11,TMIN,    12.08,    12.49,    13.80,     3.53,    -4.02,    -4.71,    -3.17,    -1.20,     0.52,     1.02,     3.79,     9.18,    -0.47,    -3.29,    -2.11,    -3.84,    -0.74,     8.41,    10.71,    12.27,    13.57,    14.34,    13.89,     5.85,    -1.04,    -0.90,     7.73,    12.69,     4.37,     4.19,  -999.99
cty,01045,AL: Dale County,1982,11,TMIN,    13.90,    14.59,    17.13,    10.45,    -0.16,    -1.50,     0.72,     3.79,     4.65,     6.18,     6.83,     9.62,     5.37,     1.27,     3.14,     1.70,     4.48,    12.08,    15.15,    14.58,    15.27,    13.82,    12.91,    14.37,     2.88,     6.72,    10.98,    13.43,    14.62,    14.74,  -999.99
